dataset,latent_dim,hidden_size,epoch,train_mse_norm,val_mse_norm,sweep_latent_dim,sweep_train_count,sweep_train_frames
CV1 | nets=4 | frames=5,1,128,16,0.270836333433787,665.9600464084149,1,4,5
CV1 | nets=4 | frames=5,1,128,17,0.2286684960126876,686.5773505061865,1,4,5
CV1 | nets=4 | frames=5,1,128,18,0.2185323635737101,696.9864596853256,1,4,5
CV1 | nets=4 | frames=5,1,128,19,0.2231562882661819,693.0487940436601,1,4,5
CV1 | nets=4 | frames=5,1,128,20,0.1998503506183624,698.0643244724274,1,4,5
CV1 | nets=4 | frames=5,1,128,21,0.2051381568113962,707.1519299077987,1,4,5
CV1 | nets=4 | frames=5,1,128,22,0.222396433353424,718.8475360065698,1,4,5
CV1 | nets=4 | frames=5,1,128,23,0.2149376074473063,715.922945827365,1,4,5
CV1 | nets=4 | frames=5,1,128,24,0.2453052202860514,720.7299171447754,1,4,5
CV1 | nets=4 | frames=5,1,128,25,0.2442865620056788,713.5437579764127,1,4,5
CV1 | nets=4 | frames=5,1,128,26,0.254932810862859,713.0203101425171,1,4,5
CV1 | nets=4 | frames=10,1,128,1,0.9254312753677368,134.01055047118663,1,4,10
CV1 | nets=4 | frames=10,1,128,2,0.7116044044494629,120.45225857675076,1,4,10
CV1 | nets=4 | frames=10,1,128,3,0.5760240674018859,133.89467878091335,1,4,10
CV1 | nets=4 | frames=10,1,128,4,0.5331587284803391,146.27015972056984,1,4,10
CV1 | nets=4 | frames=10,1,128,5,0.478248643875122,303.1321286359727,1,4,10
CV1 | nets=4 | frames=10,1,128,6,0.4380022585391998,157.8821264948249,1,4,10
CV1 | nets=4 | frames=10,1,128,7,0.3943108141422272,123.23010270684958,1,4,10
CV1 | nets=4 | frames=10,1,128,8,0.3270840853452682,148.38692093327643,1,4,10
CV1 | nets=4 | frames=10,1,128,9,0.3246083945035934,134.9853448372483,1,4,10
CV1 | nets=4 | frames=10,1,128,10,0.2921398609876632,153.98998443634807,1,4,10
CV1 | nets=4 | frames=10,1,128,11,0.3085058659315109,128.5969214859903,1,4,10
CV1 | nets=4 | frames=10,1,128,12,0.2746288627386093,158.65663299000263,1,4,10
CV1 | nets=4 | frames=10,1,128,13,0.3847597450017929,135.2347722300291,1,4,10
CV1 | nets=4 | frames=10,1,128,14,0.2688324868679047,127.95597979304196,1,4,10
CV1 | nets=4 | frames=10,1,128,15,0.2530601233243942,119.99670004341006,1,4,10
CV1 | nets=4 | frames=10,1,128,16,0.2432452857494354,119.85002662721276,1,4,10
CV1 | nets=4 | frames=10,1,128,17,0.2433955907821655,121.97977240099011,1,4,10
CV1 | nets=4 | frames=10,1,128,18,0.2494423002004623,119.87689901265502,1,4,10
CV1 | nets=4 | frames=10,1,128,19,0.2479110419750213,120.89592462946474,1,4,10
CV1 | nets=4 | frames=10,1,128,20,0.2439890205860138,122.0270007161498,1,4,10
CV1 | nets=4 | frames=10,1,128,21,0.2523359030485153,121.94937470909952,1,4,10
CV1 | nets=4 | frames=10,1,128,22,0.2501459449529647,125.8573445777297,1,4,10
CV1 | nets=4 | frames=10,1,128,23,0.2371946513652801,122.17098121866584,1,4,10
CV1 | nets=4 | frames=10,1,128,24,0.2251577392220497,123.34022865182162,1,4,10
CV1 | nets=4 | frames=10,1,128,25,0.2281524211168289,125.31819834148884,1,4,10
CV1 | nets=4 | frames=10,1,128,26,0.2215424746274948,124.21920518651604,1,4,10
CV1 | nets=4 | frames=10,1,128,27,0.2353341281414032,127.08122957634926,1,4,10
CV1 | nets=4 | frames=10,1,128,28,0.2490194737911224,127.02065009358525,1,4,10
CV1 | nets=4 | frames=10,1,128,29,0.2478202998638153,126.84065136444568,1,4,10
CV1 | nets=4 | frames=10,1,128,30,0.2738356500864028,125.92198977947236,1,4,10
CV1 | nets=4 | frames=10,1,128,31,0.23379747569561,121.0669424035698,1,4,10
CV1 | nets=4 | frames=25,1,128,1,0.7819170516270858,14.860561869084837,1,4,25
CV1 | nets=4 | frames=25,1,128,2,0.5148081687780527,15.271547866746785,1,4,25
CV1 | nets=4 | frames=25,1,128,3,0.4743384054073921,13.077077918767928,1,4,25
CV1 | nets=4 | frames=25,1,128,4,0.4382715752491584,14.344120494142174,1,4,25
CV1 | nets=4 | frames=25,1,128,5,0.4446574644400523,14.494419708564877,1,4,25
CV1 | nets=4 | frames=25,1,128,6,0.4255846990988804,14.366841378238052,1,4,25
CV1 | nets=4 | frames=25,1,128,7,0.4378348176295941,12.83239432894066,1,4,25
CV1 | nets=4 | frames=25,1,128,8,0.4127034739806102,30.070668754387647,1,4,25
CV1 | nets=4 | frames=25,1,128,9,0.3859725881081361,13.606340181034058,1,4,25
CV1 | nets=4 | frames=25,1,128,10,0.3936008237875424,13.614129634350538,1,4,25
CV1 | nets=4 | frames=25,1,128,11,0.3525909930467605,15.660243279248476,1,4,25
CV1 | nets=4 | frames=25,1,128,12,0.3572139671215644,16.577763359732927,1,4,25
CV1 | nets=4 | frames=25,1,128,13,0.3514592234904949,20.358201478477568,1,4,25
CV1 | nets=4 | frames=25,1,128,14,0.2939154276481041,30.35028646040708,1,4,25
CV1 | nets=4 | frames=25,1,128,15,0.3603230244838274,16.032256481304763,1,4,25
CV1 | nets=4 | frames=25,1,128,16,0.3908702433109283,21.95154900559783,1,4,25
CV1 | nets=4 | frames=25,1,128,17,0.3113452219046079,20.408247856985778,1,4,25
CV1 | nets=4 | frames=25,1,128,18,0.2773545223933,25.065448776990173,1,4,25
CV1 | nets=4 | frames=25,1,128,19,0.3049823962725125,15.389073393501342,1,4,25
CV1 | nets=4 | frames=25,1,128,20,0.3187278623764331,19.726187157325448,1,4,25
CV1 | nets=4 | frames=25,1,128,21,0.2842241537112456,42.673651586703954,1,4,25
CV1 | nets=4 | frames=25,1,128,22,0.3040025325921865,15.31425921908766,1,4,25
CV1 | nets=4 | frames=50,1,128,1,0.7017292618751526,3.0261340631246565,1,4,50
CV1 | nets=4 | frames=50,1,128,2,0.4886863601207733,2.971102255865932,1,4,50
CV1 | nets=4 | frames=50,1,128,3,0.4649465239048004,3.090483451161534,1,4,50
CV1 | nets=4 | frames=50,1,128,4,0.4664250409603119,2.915419062048197,1,4,50
CV1 | nets=4 | frames=50,1,128,5,0.420207177400589,3.6159050602428615,1,4,50
CV1 | nets=4 | frames=50,1,128,6,0.3913953679800033,4.154454171258956,1,4,50
CV1 | nets=4 | frames=50,1,128,7,0.3737097220122814,3.091747653480619,1,4,50
CV1 | nets=4 | frames=50,1,128,8,0.3375042334198951,3.911456219941378,1,4,50
CV1 | nets=4 | frames=50,1,128,9,0.3298246252536774,3.0896310647800567,1,4,50
CV1 | nets=4 | frames=50,1,128,10,0.3121726495027542,3.97104900768213,1,4,50
CV1 | nets=4 | frames=50,1,128,11,0.3096308881044388,6.398541775736958,1,4,50
CV1 | nets=4 | frames=50,1,128,12,0.2966229858994484,3.094632831398397,1,4,50
CV1 | nets=4 | frames=50,1,128,13,0.3029182210564613,4.055702388077974,1,4,50
CV1 | nets=4 | frames=50,1,128,14,0.3017583179473877,3.495048368446529,1,4,50
CV1 | nets=4 | frames=50,1,128,15,0.2892578983306885,2.952829616844654,1,4,50
CV1 | nets=4 | frames=50,1,128,16,0.2512228140234947,3.830026726529002,1,4,50
CV1 | nets=4 | frames=50,1,128,17,0.2429206535220146,3.771705366306007,1,4,50
CV1 | nets=4 | frames=50,1,128,18,0.2414260971546173,3.47893049993366,1,4,50
CV1 | nets=4 | frames=50,1,128,19,0.2617457380890846,3.0925914495922626,1,4,50
CV1 | nets=4 | frames=100,1,128,1,0.5677657097578048,0.7071026363633574,1,4,100
CV1 | nets=4 | frames=100,1,128,2,0.4593267081677913,0.5866618966180831,1,4,100
CV1 | nets=4 | frames=100,1,128,3,0.4147284561395645,0.5920688856840134,1,4,100
CV1 | nets=4 | frames=100,1,128,4,0.3518073117733001,0.7126359879299998,1,4,100
CV1 | nets=4 | frames=100,1,128,5,0.321462208032608,0.6688532043211162,1,4,100
CV1 | nets=4 | frames=100,1,128,6,0.2873371866345405,0.6093988401480019,1,4,100
CV1 | nets=4 | frames=100,1,128,7,0.2852971136569976,0.608601203719154,1,4,100
CV1 | nets=4 | frames=100,1,128,8,0.2751692560315132,0.5717521884199231,1,4,100
CV1 | nets=4 | frames=100,1,128,9,0.2833424730598926,0.6156248482204973,1,4,100
CV1 | nets=4 | frames=100,1,128,10,0.2355293108522892,0.7667248142287135,1,4,100
CV1 | nets=4 | frames=100,1,128,11,0.2271657298505306,0.6223673255220056,1,4,100
CV1 | nets=4 | frames=100,1,128,12,0.2037359836697578,0.6015288437232376,1,4,100
CV1 | nets=4 | frames=100,1,128,13,0.2027153944969177,0.5917118020355702,1,4,100
CV1 | nets=4 | frames=100,1,128,14,0.1767100748419761,0.6032013789340853,1,4,100
CV1 | nets=4 | frames=100,1,128,15,0.174198328256607,0.6056728711985052,1,4,100
CV1 | nets=4 | frames=100,1,128,16,0.1467504973709583,0.6200312863588333,1,4,100
CV1 | nets=4 | frames=100,1,128,17,0.1330692855268717,0.6684505285806954,1,4,100
CV1 | nets=4 | frames=100,1,128,18,0.1299651147425174,0.6343728382065892,1,4,100
CV1 | nets=4 | frames=100,1,128,19,0.1258133535087108,0.6196635473780334,1,4,100
CV1 | nets=4 | frames=100,1,128,20,0.1543047974258661,0.6446392095834017,1,4,100
CV1 | nets=4 | frames=100,1,128,21,0.1120321878045797,0.638203143954277,1,4,100
CV1 | nets=4 | frames=100,1,128,22,0.1011013532429933,0.6481989138536155,1,4,100
CV1 | nets=4 | frames=100,1,128,23,0.0867113283276558,0.6745683138482272,1,4,100
CV1 | nets=8 | frames=2,1,128,1,0.9602574408054352,6691.817130859375,1,8,2
CV1 | nets=8 | frames=2,1,128,2,0.9170522093772888,6686.365976905823,1,8,2
CV1 | nets=8 | frames=2,1,128,3,0.8354401886463165,6637.835231655121,1,8,2
CV1 | nets=8 | frames=2,1,128,4,0.679436594247818,6704.644740898132,1,8,2
CV1 | nets=8 | frames=2,1,128,5,0.5779701620340347,16207.008595180512,1,8,2
CV1 | nets=8 | frames=2,1,128,6,0.497350126504898,24699.406358169555,1,8,2
CV1 | nets=8 | frames=2,1,128,7,0.3863662332296371,34638.638798475266,1,8,2
CV1 | nets=8 | frames=2,1,128,8,0.295647919178009,97203.3695855217,1,8,2
CV1 | nets=8 | frames=2,1,128,9,0.248938463628292,235290.37308101845,1,8,2
CV1 | nets=8 | frames=2,1,128,10,0.2024803757667541,376746.0543948364,1,8,2
CV1 | nets=8 | frames=2,1,128,11,0.1721027493476867,564364.4812087326,1,8,2
CV1 | nets=8 | frames=2,1,128,12,0.1168078258633613,565058.9597210083,1,8,2
CV1 | nets=8 | frames=2,1,128,13,0.1168818697333335,493135.03907520295,1,8,2
CV1 | nets=8 | frames=2,1,128,14,0.093352660536766,515918.4708109283,1,8,2
CV1 | nets=8 | frames=2,1,128,15,0.0874457024037838,667317.8467147369,1,8,2
CV1 | nets=8 | frames=2,1,128,16,0.0780140962451696,860941.5032704086,1,8,2
CV1 | nets=8 | frames=2,1,128,17,0.0747608374804258,818635.2548276901,1,8,2
CV1 | nets=8 | frames=2,1,128,18,0.057429214939475,678278.184947113,1,8,2
CV1 | nets=8 | frames=5,1,128,1,0.9126970946788788,519.9066890878678,1,8,5
CV1 | nets=8 | frames=5,1,128,2,0.6777911126613617,579.7919641721248,1,8,5
CV1 | nets=8 | frames=5,1,128,3,0.4985932856798172,931.861334245205,1,8,5
CV1 | nets=8 | frames=5,1,128,4,0.402949047088623,577.5320850269794,1,8,5
CV1 | nets=8 | frames=5,1,128,5,0.3267487913370132,1305.5415696793796,1,8,5
CV1 | nets=8 | frames=5,1,128,6,0.2526358753442764,491.2741885398626,1,8,5
CV1 | nets=8 | frames=5,1,128,7,0.2224673330783844,612.7988850332498,1,8,5
CV1 | nets=8 | frames=5,1,128,8,0.2164657682180404,530.5095868901014,1,8,5
CV1 | nets=8 | frames=5,1,128,9,0.2230564728379249,491.32453326833246,1,8,5
CV1 | nets=8 | frames=5,1,128,10,0.1738530769944191,490.9675249712468,1,8,5
CV1 | nets=8 | frames=5,1,128,11,0.1947261750698089,495.6079421789646,1,8,5
CV1 | nets=8 | frames=5,1,128,12,0.1574190393090248,489.9507329962254,1,8,5
CV1 | nets=8 | frames=5,1,128,13,0.1564379900693893,500.2737945908308,1,8,5
CV1 | nets=8 | frames=5,1,128,14,0.1406113445758819,509.8078614054919,1,8,5
CV1 | nets=8 | frames=5,1,128,15,0.1366367191076278,513.179867524743,1,8,5
CV1 | nets=8 | frames=5,1,128,16,0.1402080029249191,523.2484347544909,1,8,5
CV1 | nets=8 | frames=5,1,128,17,0.1340832680463791,523.1812400711178,1,8,5
CV1 | nets=8 | frames=5,1,128,18,0.1197005830705165,527.9317480398416,1,8,5
CV1 | nets=8 | frames=5,1,128,19,0.12407306432724,527.7822131853104,1,8,5
CV1 | nets=8 | frames=5,1,128,20,0.1281666055321693,531.3462240936756,1,8,5
CV1 | nets=8 | frames=5,1,128,21,0.1317173287272453,533.0387857643366,1,8,5
CV1 | nets=8 | frames=5,1,128,22,0.1263836309313774,525.8938866280317,1,8,5
CV1 | nets=8 | frames=5,1,128,23,0.1430084004998207,530.0587177780867,1,8,5
CV1 | nets=8 | frames=5,1,128,24,0.1283645644783973,530.1545245429278,1,8,5
CV1 | nets=8 | frames=5,1,128,25,0.1162265047430992,530.703685882926,1,8,5
CV1 | nets=8 | frames=5,1,128,26,0.1168617762625217,528.1387158740163,1,8,5
CV1 | nets=8 | frames=5,1,128,27,0.1134043768048286,520.1700845974684,1,8,5
CV1 | nets=8 | frames=10,1,128,1,0.7605172306299209,85.86597442150116,1,8,10
CV1 | nets=8 | frames=10,1,128,2,0.5482531964778901,136.33258669048547,1,8,10
CV1 | nets=8 | frames=10,1,128,3,0.4390124931931495,354.6919718981087,1,8,10
CV1 | nets=8 | frames=10,1,128,4,0.3223005905747413,141.28961454296112,1,8,10
CV1 | nets=8 | frames=10,1,128,5,0.2614163175225258,109.51644878968597,1,8,10
CV1 | nets=8 | frames=10,1,128,6,0.236437976360321,122.11233871544896,1,8,10
CV1 | nets=8 | frames=10,1,128,7,0.2578874967992305,104.90473553213477,1,8,10
CV1 | nets=8 | frames=10,1,128,8,0.2213660381734371,95.11275195375084,1,8,10
CV1 | nets=8 | frames=10,1,128,9,0.1891422145068645,92.72101709502935,1,8,10
CV1 | nets=8 | frames=10,1,128,10,0.1782348647713661,91.37467072448136,1,8,10
CV1 | nets=8 | frames=10,1,128,11,0.1813068822026252,93.018790444538,1,8,10
CV1 | nets=8 | frames=10,1,128,12,0.2166060298681259,94.31974415925146,1,8,10
CV1 | nets=8 | frames=10,1,128,13,0.1755639895796776,93.71737523159383,1,8,10
CV1 | nets=8 | frames=10,1,128,14,0.1694248795509338,92.48372649770975,1,8,10
CV1 | nets=8 | frames=10,1,128,15,0.161982973664999,93.0765927003622,1,8,10
CV1 | nets=8 | frames=10,1,128,16,0.1664866112172603,94.29817884385584,1,8,10
CV1 | nets=8 | frames=25,1,128,1,0.6122180044651031,15.401974661424756,1,8,25
CV1 | nets=8 | frames=25,1,128,2,0.3000245034694672,13.923157751768828,1,8,25
CV1 | nets=8 | frames=25,1,128,3,0.2592810410261154,10.757903566665949,1,8,25
CV1 | nets=8 | frames=25,1,128,4,0.225216916501522,11.083466913588346,1,8,25
CV1 | nets=8 | frames=25,1,128,5,0.240457526743412,10.478051007315516,1,8,25
CV1 | nets=8 | frames=25,1,128,6,0.2060602006316185,10.719218215368688,1,8,25
CV1 | nets=8 | frames=25,1,128,7,0.2009432929754257,10.696829827379435,1,8,25
CV1 | nets=8 | frames=25,1,128,8,0.1921071091294288,10.514765331268311,1,8,25
CV1 | nets=8 | frames=25,1,128,9,0.1911488854885101,10.73533978639543,1,8,25
CV1 | nets=8 | frames=25,1,128,10,0.1832917037606239,10.91890838391334,1,8,25
CV1 | nets=8 | frames=25,1,128,11,0.1812903839349746,10.661582957714796,1,8,25
CV1 | nets=8 | frames=25,1,128,12,0.1768455454707145,10.934364013887942,1,8,25
CV1 | nets=8 | frames=25,1,128,13,0.1881583231687545,11.259229245521128,1,8,25
CV1 | nets=8 | frames=25,1,128,14,0.1699028834700584,11.284427309766413,1,8,25
CV1 | nets=8 | frames=25,1,128,15,0.1581022375822067,11.394630191929638,1,8,25
CV1 | nets=8 | frames=25,1,128,16,0.1636030173301697,11.548338643051684,1,8,25
CV1 | nets=8 | frames=25,1,128,17,0.1748913019895553,11.509171308085325,1,8,25
CV1 | nets=8 | frames=25,1,128,18,0.1620934404432773,11.213842670917511,1,8,25
CV1 | nets=8 | frames=25,1,128,19,0.1567428049445152,11.436322315014898,1,8,25
CV1 | nets=8 | frames=25,1,128,20,0.1551514559984207,11.415922622516751,1,8,25
CV1 | nets=8 | frames=50,1,128,1,0.5070060248672962,2.417219587445259,1,8,50
CV1 | nets=8 | frames=50,1,128,2,0.2618332694470882,2.135378063112497,1,8,50
CV1 | nets=8 | frames=50,1,128,3,0.2355800876021385,2.1403990265838804,1,8,50
CV1 | nets=8 | frames=50,1,128,4,0.2279424209892749,2.132279932439327,1,8,50
CV1 | nets=8 | frames=50,1,128,5,0.2036698857694864,2.2305430427864192,1,8,50
CV1 | nets=8 | frames=50,1,128,6,0.1942101324349641,2.2348197233378886,1,8,50
CV1 | nets=8 | frames=50,1,128,7,0.1960036690533161,2.133170723784715,1,8,50
CV1 | nets=8 | frames=50,1,128,8,0.1756940609961748,2.21088091558218,1,8,50
CV1 | nets=8 | frames=50,1,128,9,0.1579843142628669,2.217004768770188,1,8,50
CV1 | nets=8 | frames=50,1,128,10,0.146247252523899,2.254146971806884,1,8,50
CV1 | nets=8 | frames=50,1,128,11,0.1415001648664474,2.1983926552832127,1,8,50
CV1 | nets=8 | frames=50,1,128,12,0.1489793729037046,2.1904229270331563,1,8,50
CV1 | nets=8 | frames=50,1,128,13,0.1412377426028251,2.136253475092352,1,8,50
CV1 | nets=8 | frames=50,1,128,14,0.1316022181510925,2.264938667036593,1,8,50
CV1 | nets=8 | frames=50,1,128,15,0.1344929686933756,2.217236476060003,1,8,50
CV1 | nets=8 | frames=50,1,128,16,0.1239242684096098,2.1836867619752884,1,8,50
CV1 | nets=8 | frames=50,1,128,17,0.1138835208863019,2.258242718830705,1,8,50
CV1 | nets=8 | frames=50,1,128,18,0.1124594032764434,2.26754113689065,1,8,50
CV1 | nets=8 | frames=50,1,128,19,0.11873927436769,2.190395450077951,1,8,50
CV1 | nets=8 | frames=100,1,128,1,0.4408656310290098,0.4652730769142508,1,8,100
CV1 | nets=8 | frames=100,1,128,2,0.2442240659892559,0.4658099128231406,1,8,100
CV1 | nets=8 | frames=100,1,128,3,0.2249142134189605,0.4942937314547598,1,8,100
CV1 | nets=8 | frames=100,1,128,4,0.2047104336321354,0.5051450142730027,1,8,100
CV1 | nets=8 | frames=100,1,128,5,0.1900038785859942,0.5151157787591218,1,8,100
CV1 | nets=8 | frames=100,1,128,6,0.1746055142208933,0.5287236292865127,1,8,100
CV1 | nets=8 | frames=100,1,128,7,0.1674413615092635,0.5191644902545959,1,8,100
CV1 | nets=8 | frames=100,1,128,8,0.1598504962027073,0.5465091031873599,1,8,100
CV1 | nets=8 | frames=100,1,128,9,0.1476175631210207,0.5423059189394116,1,8,100
CV1 | nets=8 | frames=100,1,128,10,0.1341051645576954,0.5437620452027768,1,8,100
CV1 | nets=8 | frames=100,1,128,11,0.1221258335001766,0.5386429590694606,1,8,100
CV1 | nets=8 | frames=100,1,128,12,0.109524310529232,0.5195596273336559,1,8,100
CV1 | nets=8 | frames=100,1,128,13,0.0960024625621736,0.5559241551831364,1,8,100
CV1 | nets=8 | frames=100,1,128,14,0.0859652290865778,0.5457885295338929,1,8,100
CV1 | nets=8 | frames=100,1,128,15,0.0750354003719985,0.548214178301394,1,8,100
CV1 | nets=8 | frames=100,1,128,16,0.0674669910408556,0.5604112452641129,1,8,100
CV2 | nets=1 | frames=2,2,128,1,1.0005128383636477,26211.5712147522,2,1,2
CV2 | nets=1 | frames=2,2,128,2,0.969028115272522,26210.244559356688,2,1,2
CV2 | nets=1 | frames=2,2,128,3,0.9379389882087708,26209.868259902956,2,1,2
CV2 | nets=1 | frames=2,2,128,4,0.9042780995368958,26219.360806648256,2,1,2
CV2 | nets=1 | frames=2,2,128,5,0.8652935028076172,26249.90740891266,2,1,2
CV2 | nets=1 | frames=2,2,128,6,0.8178253173828125,26317.957354469298,2,1,2
CV2 | nets=1 | frames=2,2,128,7,0.7574735283851624,26487.99361711121,2,1,2
CV2 | nets=1 | frames=2,2,128,8,0.6783764362335205,27037.953446098327,2,1,2
CV2 | nets=1 | frames=2,2,128,9,0.5804689526557922,28822.681798362733,2,1,2
CV2 | nets=1 | frames=2,2,128,10,0.5109222531318665,31592.65239216614,2,1,2
CV2 | nets=1 | frames=2,2,128,11,0.4907147586345672,33927.31029012299,2,1,2
CV2 | nets=1 | frames=2,2,128,12,0.4338051080703735,38630.44270413971,2,1,2
CV2 | nets=1 | frames=2,2,128,13,0.3647297918796539,47631.373371871945,2,1,2
CV2 | nets=1 | frames=2,2,128,14,0.3111508786678314,66216.1719810791,2,1,2
CV2 | nets=1 | frames=2,2,128,15,0.2706219255924225,108467.49972991944,2,1,2
CV2 | nets=1 | frames=2,2,128,16,0.2174418121576309,199249.52859174347,2,1,2
CV2 | nets=1 | frames=2,2,128,17,0.1671925485134124,335403.1179573669,2,1,2
CV2 | nets=1 | frames=2,2,128,18,0.1638594716787338,434026.4975084076,2,1,2
CV2 | nets=1 | frames=5,2,128,1,1.0038362741470337,2781.4831021566392,2,1,5
CV2 | nets=1 | frames=5,2,128,2,0.9802724719047546,2780.9424997406004,2,1,5
CV2 | nets=1 | frames=5,2,128,3,0.9563353657722472,2780.193838960648,2,1,5
CV2 | nets=1 | frames=5,2,128,4,0.9294204115867616,2778.8331323451994,2,1,5
CV2 | nets=1 | frames=5,2,128,5,0.8967434167861938,2775.777838534355,2,1,5
CV2 | nets=1 | frames=5,2,128,6,0.8549175262451172,2768.0548032808306,2,1,5
CV2 | nets=1 | frames=5,2,128,7,0.7992487549781799,2749.380816971779,2,1,5
CV2 | nets=1 | frames=5,2,128,8,0.7253524661064148,2712.442194205284,2,1,5
CV2 | nets=1 | frames=5,2,128,9,0.6594415307044983,2681.582292959213,2,1,5
CV2 | nets=1 | frames=5,2,128,10,0.7457895278930664,2695.102648336888,2,1,5
CV2 | nets=1 | frames=5,2,128,11,0.7119458317756653,2695.163471446514,2,1,5
CV2 | nets=1 | frames=5,2,128,12,0.6391493678092957,2700.8041695876123,2,1,5
CV2 | nets=1 | frames=5,2,128,13,0.6192934513092041,2709.712667290211,2,1,5
CV2 | nets=1 | frames=5,2,128,14,0.623492419719696,2723.311996683121,2,1,5
CV2 | nets=1 | frames=5,2,128,15,0.624511182308197,2749.58406153965,2,1,5
CV2 | nets=1 | frames=5,2,128,16,0.6167430877685547,2844.480309568405,2,1,5
CV2 | nets=1 | frames=5,2,128,17,0.5992633104324341,3135.138438601971,2,1,5
CV2 | nets=1 | frames=5,2,128,18,0.5729240775108337,3972.111895989895,2,1,5
CV2 | nets=1 | frames=5,2,128,19,0.5458159446716309,5431.91962583828,2,1,5
CV2 | nets=1 | frames=5,2,128,20,0.532375156879425,6256.437046278,2,1,5
CV2 | nets=1 | frames=5,2,128,21,0.518703043460846,6623.59607055378,2,1,5
CV2 | nets=1 | frames=5,2,128,22,0.5143868923187256,6838.854797432423,2,1,5
CV2 | nets=1 | frames=5,2,128,23,0.5045850276947021,7640.499160867691,2,1,5
CV2 | nets=1 | frames=5,2,128,24,0.4889858067035675,9311.38021973133,2,1,5
CV2 | nets=1 | frames=10,2,128,1,1.3249527513980863,398.1563116534948,2,1,10
CV2 | nets=1 | frames=10,2,128,2,1.1370361745357511,397.3997697675228,2,1,10
CV2 | nets=1 | frames=10,2,128,3,0.749190092086792,395.7556831191778,2,1,10
CV2 | nets=1 | frames=10,2,128,4,1.0009339153766632,391.1274561002255,2,1,10
CV2 | nets=1 | frames=10,2,128,5,0.6546802818775177,383.9801930632592,2,1,10
CV2 | nets=1 | frames=10,2,128,6,0.665529876947403,385.2849716248512,2,1,10
CV2 | nets=1 | frames=10,2,128,7,0.4886425510048866,389.1827478426695,2,1,10
CV2 | nets=1 | frames=10,2,128,8,0.572910264134407,390.30732981038096,2,1,10
CV2 | nets=1 | frames=10,2,128,9,0.4905942380428314,389.343267783761,2,1,10
CV2 | nets=1 | frames=10,2,128,10,0.6019521653652191,387.23754174399375,2,1,10
CV2 | nets=1 | frames=10,2,128,11,0.6768533289432526,382.8836318953037,2,1,10
CV2 | nets=1 | frames=10,2,128,12,0.5773654282093048,374.6216103087664,2,1,10
CV2 | nets=1 | frames=10,2,128,13,0.6815268695354462,375.360646089077,2,1,10
CV2 | nets=1 | frames=10,2,128,14,0.4884664118289947,509.2066011350155,2,1,10
CV2 | nets=1 | frames=10,2,128,15,0.6669960618019104,524.2871787605286,2,1,10
CV2 | nets=1 | frames=10,2,128,16,0.4767198115587234,611.6696352405548,2,1,10
CV2 | nets=1 | frames=10,2,128,17,0.4116548746824264,1178.8561468771695,2,1,10
CV2 | nets=1 | frames=10,2,128,18,0.3407968766987324,2272.864525897622,2,1,10
CV2 | nets=1 | frames=10,2,128,19,0.4378659725189209,1603.4180756571293,2,1,10
CV2 | nets=1 | frames=10,2,128,20,0.7159867286682129,1136.9517825100422,2,1,10
CV2 | nets=1 | frames=10,2,128,21,0.3370963409543037,995.9920288074017,2,1,10
CV2 | nets=1 | frames=10,2,128,22,0.3220539577305317,776.6521544868946,2,1,10
CV2 | nets=1 | frames=10,2,128,23,0.3762665390968323,1016.6232411385774,2,1,10
CV2 | nets=1 | frames=10,2,128,24,0.5707132965326309,597.6549557242394,2,1,10
CV2 | nets=1 | frames=10,2,128,25,0.3092528283596039,614.1500834779739,2,1,10
CV2 | nets=1 | frames=10,2,128,26,0.4326893389225006,722.4556486041546,2,1,10
CV2 | nets=1 | frames=10,2,128,27,0.5968367606401443,995.5239058642388,2,1,10
CV2 | nets=1 | frames=25,2,128,1,0.7968865968286991,41.96619155928492,2,1,25
CV2 | nets=1 | frames=25,2,128,2,1.1398576945066452,40.00395263296366,2,1,25
CV2 | nets=1 | frames=25,2,128,3,0.7957892566919327,38.52364697861672,2,1,25
CV2 | nets=1 | frames=25,2,128,4,0.5141752511262894,40.112035176455976,2,1,25
CV2 | nets=1 | frames=25,2,128,5,0.5728816166520119,39.48489327776432,2,1,25
CV2 | nets=1 | frames=25,2,128,6,0.4906430952250957,39.18862255191803,2,1,25
CV2 | nets=1 | frames=25,2,128,7,0.5327753126621246,54.97045202243328,2,1,25
CV2 | nets=1 | frames=25,2,128,8,0.3831756040453911,79.25810268193483,2,1,25
CV2 | nets=1 | frames=25,2,128,9,0.4229708388447761,94.29717129987478,2,1,25
CV2 | nets=1 | frames=25,2,128,10,0.458389014005661,99.6906824117899,2,1,25
CV2 | nets=1 | frames=25,2,128,11,0.2760990504175424,109.96853190100192,2,1,25
CV2 | nets=1 | frames=25,2,128,12,0.4508188739418983,81.21923492120206,2,1,25
CV2 | nets=1 | frames=25,2,128,13,0.2970761582255363,71.23704459553957,2,1,25
CV2 | nets=1 | frames=25,2,128,14,0.3072480969130993,72.73373177079857,2,1,25
CV2 | nets=1 | frames=25,2,128,15,0.2358813099563121,75.72719769498705,2,1,25
CV2 | nets=1 | frames=25,2,128,16,0.1815485469996929,63.60829950684309,2,1,25
CV2 | nets=1 | frames=25,2,128,17,0.215877067297697,86.00141069614887,2,1,25
CV2 | nets=1 | frames=25,2,128,18,0.1817819029092788,97.26185217908024,2,1,25
